Partida,CapÌtulo,Programa,SubtÌtulo,Item,AsignaciÛn,DenominaciÛn,Monto Pesos,Monto DÛlar
5,73,1,24,1,,Al Sector Privado,520485,0
5,73,1,24,1,50,Pagos Art. 39 e Inciso Final Art. 72 Ley N∞ 19.175,520485,0
5,73,1,24,7,,A Organismos Internacionales,33151,0
5,73,1,24,7,2,A Metropolis y Otros Organismos,33151,0
5,73,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,363719,0
5,73,1,29,3,,VehÌculos,15640,0
5,73,1,29,4,,Mobiliario y Otros,57114,0
5,73,1,29,5,,M·quinas y Equipos,70555,0
5,73,1,29,6,,Equipos Inform·ticos,154799,0
5,73,1,29,7,,Programas Inform·ticos,65611,0
5,73,1,34,,,SERVICIO DE LA DEUDA,1000,0
5,73,1,34,7,,Deuda Flotante,1000,0
5,73,1,35,,,SALDO FINAL DE CAJA,1000,0
5,73,2,8,,,OTROS INGRESOS CORRIENTES,709850,0
5,73,2,8,99,,Otros,709850,0
5,73,2,9,,,APORTE FISCAL,60949761,0
5,73,2,9,1,,Libre,60949761,0
5,73,2,13,,,TRANSFERENCIAS PARA GASTOS DE CAPITAL,43384359,0
5,73,2,13,2,,Del Gobierno Central,43384359,0
5,73,2,13,2,3,SubsecretarÌa de Bienes Nacionales,422065,0
5,73,2,13,2,4,SubsecretarÌa de Desarrollo Regional y Administrativo,23789874,0
5,73,2,13,2,6,"Tesoro P˙blico Ley N∞ 19.143, Patentes Mineras",1005865,0
5,73,2,13,2,11,Servicio de Gobierno Interior,8867407,0
5,73,2,13,2,13,"Tesoro P˙blico ArtÌculo 129 bis 19 Ley N∞ 20.017, CÛdigo de Aguas",3495948,0
5,73,2,13,2,19,Fondo de InversiÛn y ReconversiÛn Regional,5803200,0
5,73,2,15,,,SALDO INICIAL DE CAJA,2000,0
5,73,2,22,,,BIENES Y SERVICIOS DE CONSUMO,2928156,0
5,73,2,24,,,TRANSFERENCIAS CORRIENTES,6287883,0
5,73,2,24,1,,Al Sector Privado,3143943,0
5,73,2,24,1,1,Actividades Culturales,1047981,0
5,73,2,24,1,3,Actividades Deportivas,1047981,0
5,73,2,24,1,5,Actividades de Seguridad Ciudadana,1047981,0
5,73,2,24,3,,A Otras Entidades P˙blicas,3143940,0
5,73,2,24,3,1,Municipalidades - Actividades Culturales,1047980,0
5,73,2,24,3,3,Municipalidades - Actividades Deportivas,1047980,0
5,73,2,24,3,5,Municipalidades - Actividades de Seguridad Ciudadana,1047980,0
5,73,2,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,8147592,0
5,73,2,29,3,,VehÌculos,1030000,0
5,73,2,29,4,,Mobiliario y Otros,845550,0
5,73,2,29,5,,M·quinas y Equipos,6182324,0
5,73,2,29,6,,Equipos Inform·ticos,89718,0
5,73,2,31,,,INICIATIVAS DE INVERSI”N,65123429,0
5,73,2,31,2,,Proyectos,62759354,0
5,73,2,31,3,,Programas de InversiÛn,2364075,0
5,73,2,32,,,PR…STAMOS,"0,001",0
5,73,2,32,6,,Por Anticipos a Contratistas,"0,001",0
5,73,2,32,6,1,Anticipos a Contratistas,800000,0
5,73,2,32,6,2,RecuperaciÛn de Anticipos a Contratistas,-800000,0
5,73,2,33,,,TRANSFERENCIAS DE CAPITAL,22556910,0
5,73,2,33,1,,Al Sector Privado,837430,0
5,73,2,33,1,1,Junta Nacional de Cuerpos de Bomberos de Chile,611681,0
5,73,2,33,1,140,Cuerpo de Bomberos de Santiago - Puesta en Valor del Patrimonio,128750,0
5,73,2,33,1,812,"U DIEGO PORTALES - RevitalizaciÛn de mercados, pasajes y galerÌas comerciales de Sgto. (30194822-0)",48922,0
5,73,2,33,1,813,FUNDACI”N FRAUNHOFER - Mejoramiento de la competitividad del sector agroalimentario (3019774-0),48077,0
5,73,2,33,2,,Al Gobierno Central,6043000,0
5,73,2,33,2,21,DirecciÛn de Planeamiento,6043000,0
5,73,2,33,3,,A Otras Entidades P˙blicas,15676480,0
5,73,2,33,3,125,Municipalidades (Fondo Regional de Iniciativa Local),1842961,0
5,73,2,33,3,150,Municipalidades,10564666,0
5,73,2,33,3,202,SUBTEL-Servicio de Telecomunicaciones Inal·mbrica (WiFi) aÒos 2013-2015,145615,0
5,73,2,33,3,223,INNOVA-Transferencia programa difusiÛn tecnolÛgica orientado a gestiÛn innovadora.,162225,0
5,73,2,33,3,771,CORFO-INNOVA Transferencia prototipos de innovaciÛn empresarial (30137071-0),243338,0
5,73,2,33,3,776,"USACH - InnovaciÛn de producto: AgregaciÛn de valor, ampliaciÛn y profundizaciÛn de la oferta de productos de Pymes manufactureras de la RM (30195872-0)",45820,0
5,73,2,33,3,999,ProvisiÛn FIC (Sin Distribuir),2671855,0
5,73,2,34,,,SERVICIO DE LA DEUDA,1000,0
5,73,2,34,7,,Deuda Flotante,1000,0
5,73,2,35,,,SALDO FINAL DE CAJA,1000,0
5,74,1,8,,,OTROS INGRESOS CORRIENTES,4220,0
5,74,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,4200,0
5,74,1,8,2,,Multas y Sanciones Pecuniarias,10,0
5,74,1,8,99,,Otros,10,0
5,74,1,9,,,APORTE FISCAL,3192420,0
5,74,1,9,1,,Libre,3192420,0
5,74,1,15,,,SALDO INICIAL DE CAJA,1000,0
5,74,1,21,,,GASTOS EN PERSONAL,2480534,0
5,74,1,22,,,BIENES Y SERVICIOS DE CONSUMO,428598,0
5,74,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
5,74,1,23,3,,Prestaciones Sociales del Empleador,10,0
5,74,1,24,,,TRANSFERENCIAS CORRIENTES,231522,0
5,74,1,24,1,,Al Sector Privado,231522,0
5,74,1,24,1,50,Pagos Art.39 e Inciso Final Art.72 Ley N∞19.175,231522,0
5,74,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,54976,0
5,74,1,29,3,,VehÌculos,18926,0
5,74,1,29,4,,Mobiliario y Otros,5150,0
5,74,1,29,7,,Programas Inform·ticos,30900,0
5,74,1,34,,,SERVICIO DE LA DEUDA,1000,0
5,74,1,34,7,,Deuda Flotante,1000,0
5,74,1,35,,,SALDO FINAL DE CAJA,1000,0
5,74,2,8,,,OTROS INGRESOS CORRIENTES,451614,0
5,74,2,8,99,,Otros,451614,0
5,74,2,9,,,APORTE FISCAL,19279905,0
5,74,2,9,1,,Libre,19279905,0
5,74,2,13,,,TRANSFERENCIAS PARA GASTOS DE CAPITAL,17598020,0
5,74,2,13,2,,Del Gobierno Central,17598020,0
5,74,2,13,2,3,SubsecretarÌa Bienes Nacionales,143141,0
5,74,2,13,2,4,SubsecretarÌa de Desarrollo Regional y Administrativo,9904834,0
5,74,2,13,2,6,"Tesoro P˙blico Ley N∞ 19.143, Patentes Mineras",126106,0
5,74,2,13,2,8,"Tesoro P˙blico Ley N∞19.995, Casinos de Juegos",866030,0
5,74,2,13,2,11,Servicio de Gobierno Interior,1339000,0
5,74,2,13,2,13,"Tesoro P˙blico ArtÌculo 129 bis 19 Ley N∞ 20.017, CÛdigo de Aguas",3423133,0
5,74,2,13,2,19,Fondo de InversiÛn y ReconversiÛn Regional,1776060,0
5,74,2,13,2,20,"Tesoro P˙blico Ley N∞18.892, Patentes de Acuicultura",19716,0
5,74,2,15,,,SALDO INICIAL DE CAJA,2000,0
5,74,2,24,,,TRANSFERENCIAS CORRIENTES,2210761,0
5,74,2,24,1,,Al Sector Privado,1352390,0
5,74,2,24,1,1,Actividades Culturales,339900,0
5,74,2,24,1,3,Actividades Deportivas,339900,0
5,74,2,24,1,5,Actividades de Seguridad Ciudadana,339900,0
5,74,2,24,1,6,CorporaciÛn Agencia de Desarrollo Productivo de Los RÌos,332690,0
5,74,2,24,3,,A Otras Entidades P˙blicas,858371,0
5,74,2,24,3,1,Municipalidades - Actividades Culturales,339900,0
5,74,2,24,3,3,Municipalidades - Actividades Deportivas,339900,0
5,74,2,24,3,5,Municipalidades - Actividades de Seguridad Ciudadana,178571,0
5,74,2,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,1220362,0
5,74,2,29,5,,M·quinas y Equipos,1220362,0
5,74,2,31,,,INICIATIVAS DE INVERSI”N,25584734,0
5,74,2,31,1,,Estudios B·sicos,206000,0
5,74,2,31,2,,Proyectos,25255134,0
5,74,2,31,3,,Programas de InversiÛn,123600,0
5,74,2,32,,,PR…STAMOS,"0,001",0
5,74,2,32,6,,Por Anticipos a Contratistas,"0,001",0
5,74,2,32,6,1,Anticipos a Contratistas,800000,0
5,74,2,32,6,2,Recuperacion  por Anticipos a Contratistas,-800000,0
5,74,2,33,,,TRANSFERENCIAS DE CAPITAL,8313682,0
5,74,2,33,1,,Al Sector Privado,1068625,0
5,74,2,33,1,10,AplicaciÛn Letra a) ArtÌculo Cuarto Transitorio Ley N∞20.378,1068625,0
5,74,2,33,3,,A Otras Entidades P˙blicas,7245057,0
5,74,2,33,3,125,Municipalidades (Fondo Regional de Iniciativa Local),4181800,0
5,74,2,33,3,150,Municipalidades,1516212,0
5,74,2,33,3,209,PROCHILE-InternacionalizaciÛn y promociÛn de la RegiÛn (30137804-0),103000,0
5,74,2,33,3,999,ProvisiÛn FIC (Sin Distribuir),1444045,0
5,74,2,34,,,SERVICIO DE LA DEUDA,1000,0
5,74,2,34,7,,Deuda Flotante,1000,0
5,74,2,35,,,SALDO FINAL DE CAJA,1000,0
5,75,1,8,,,OTROS INGRESOS CORRIENTES,4220,0
5,75,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,4200,0
5,75,1,8,2,,Multas y Sanciones Pecuniarias,10,0
5,75,1,8,99,,Otros,10,0
5,75,1,9,,,APORTE FISCAL,3291122,0
5,75,1,9,1,,Libre,3291122,0
5,75,1,15,,,SALDO INICIAL DE CAJA,1000,0
5,75,1,21,,,GASTOS EN PERSONAL,2145078,0
5,75,1,22,,,BIENES Y SERVICIOS DE CONSUMO,802735,0
5,75,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
5,75,1,23,3,,Prestaciones Sociales del Empleador,10,0
5,75,1,24,,,TRANSFERENCIAS CORRIENTES,239313,0
5,75,1,24,1,,Al Sector Privado,239313,0
5,75,1,24,1,50,Pagos Art.39 e Inciso Final Art.y 72 Ley N∞19.175,239313,0
5,75,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,107206,0
5,75,1,29,4,,Mobiliario y Otros,7210,0
5,75,1,29,5,,M·quinas y Equipos,24373,0
5,75,1,29,6,,Equipos Inform·ticos,32342,0
5,75,1,29,7,,Programas Inform·ticos,43281,0
5,75,1,34,,,SERVICIO DE LA DEUDA,1000,0
5,75,1,34,7,,Deuda Flotante,1000,0
5,75,1,35,,,SALDO FINAL DE CAJA,1000,0
5,75,2,8,,,OTROS INGRESOS CORRIENTES,424975,0
5,75,2,8,99,,Otros,424975,0
5,75,2,9,,,APORTE FISCAL,13016916,0
5,75,2,9,1,,Libre,13016916,0
5,75,2,13,,,TRANSFERENCIAS PARA GASTOS DE CAPITAL,14336121,0
5,75,2,13,2,,Del Gobierno Central,14336121,0
5,75,2,13,2,3,SubsecretarÌa de Bienes Nacionales,508554,0
5,75,2,13,2,4,SubsecretarÌa de Desarrollo Regional y Administrativo,8393851,0
5,75,2,13,2,6,"Tesoro P˙blico Ley N∞ 19.143, Patentes Mineras",376019,0
5,75,2,13,2,13,"Tesoro P˙blico ArtÌculo 129 bis 19 Ley N∞ 20.017, CÛdigo de Aguas",6400,0
5,75,2,13,2,19,Fondo de InversiÛn y ReconversiÛn Regional,1572152,0
5,75,2,13,2,20,"Tesoro P˙blico Ley N∞18.892, Patentes de Acuicultura",1350,0
5,75,2,13,2,32,SubsecretarÌa de Desarrollo Regional y Administrativo - Programas de Convergencia,3477795,0
5,75,2,15,,,SALDO INICIAL DE CAJA,2000,0
5,75,2,24,,,TRANSFERENCIAS CORRIENTES,1662649,0
5,75,2,24,1,,Al Sector Privado,1044649,0
5,75,2,24,1,1,Actividades Culturales,309000,0
5,75,2,24,1,3,Actividades Deportivas,309000,0
5,75,2,24,1,5,Actividades de Seguridad Ciudadana,274333,0
5,75,2,24,1,6,CorporaciÛn Agencia Regional de Desarrollo Productivo de Arica y Parinacota,10,0
5,75,2,24,1,7,CorporaciÛn de Desarrollo de Arica y Parinacota,152306,0
5,75,2,24,3,,A Otras Entidades P˙blicas,618000,0
5,75,2,24,3,1,Municipalidades - Actividades Culturales,206000,0
5,75,2,24,3,3,Municipalidades - Actividades Deportivas,206000,0
5,75,2,24,3,5,Municipalidades - Actividades de Seguridad Ciudadana,206000,0
5,75,2,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,1934763,0
5,75,2,29,3,,VehÌculos,618000,0
5,75,2,29,5,,M·quinas y Equipos,1265263,0
5,75,2,29,99,,Otros Activos no Financieros,51500,0
5,75,2,31,,,INICIATIVAS DE INVERSI”N,16907303,0
5,75,2,31,1,,Estudios B·sicos,139638,0
5,75,2,31,2,,Proyectos,16755504,0
5,75,2,31,3,,Programas de InversiÛn,12161,0
5,75,2,32,,,PR…STAMOS,"0,001",0
5,75,2,32,6,,Por Anticipos a Contratistas,"0,001",0
5,75,2,32,6,1,Anticipos a Contratistas,800000,0
5,75,2,32,6,2,RecuperaciÛn de Anticipos a Contratistas,-800000,0
5,75,2,33,,,TRANSFERENCIAS DE CAPITAL,7273297,0
5,75,2,33,1,,Al Sector Privado,2716129,0
5,75,2,33,1,101,FundaciÛn Chile - Transferencia Produc. Frutos Alto Valor Agregado uso Tecnol. Membrana (BIP 30208922-0),66117,0
5,75,2,33,1,102,Codecite-Transferencia Caract. Y Predicc. RadiaciÛn Solar Uso Transf. Productiva (BIP 30209422-0),90313,0
5,75,2,33,1,103,"Codecite-Transferencia intrucc. Tilapia, cultivo intensivo en Sist. Recircul (BIP 30209222-0)",92641,0
5,75,2,33,1,104,Codecite-Transferencia Torneo interescolar de Emprendimiento Arica (BIP 30209922-0),56739,0
5,75,2,33,1,105,Cordunap-Transferencia Gen. Alimentos Saludable/Otros Base Vegetales Altiplan (BIP 30210022-0),92572,0
5,75,2,33,1,200,INIA - Transferencia Sobre Ecotipos Locales Tumbo y Locoto,31396,0
5,75,2,33,1,202,INIA - Transferencia Incremento Compet Espec hortÌcola Valle Azapa Lluta,27798,0
5,75,2,33,1,281,INIA-Programa de control de Sim˙lidos HematÛfagos en la Provincia de Arica,107418,0
5,75,2,33,1,339,INIA - Programa Transferencia Sustentable para Agricultura de Zonas Aridas (BIP 30132365-0),69493,0
5,75,2,33,1,347,FUNDACION CHILE- Transferencia Desarrollo Sistema Portabilizador de agua Tec Membranas Camarones,31898,0
5,75,2,33,1,348,FUNDACION CHILE- Transferencia AplicaciÛn Medidas Eficiencia EnergÈtica Mineria AyP,24821,0
5,75,2,33,1,901,A FundaciÛn Altiplano,1987900,0
5,75,2,33,1,902,CODECITE - Transferencia IntegraciÛn Sistema RecirculaciÛn AcuapÛnico Arica y Parinacota,37023,0
5,75,2,33,3,,A Otras Entidades P˙blicas,4557168,0
5,75,2,33,3,100,U.Arturo Prat - Transferencia Cultivo Trucha Arcoiris Sist. RecirculaciÛn Copaquilla,37033,0
5,75,2,33,3,101,Unap-Transferencia Segunda Etapa de Programa ConservaciÛn tortugas marinas (BIP 30210022-0),92638,0
5,75,2,33,3,102,Unap-Transferencia ProducciÛn de Harinas ricas en Omega 3 (BIP 30209423-0),92700,0
5,75,2,33,3,103,U.Chile (Ceza-U.Chile)- Transferencia ValidaciÛn Tec. Y Agroinf. Frutales Bajo requerim. Hidr. (BIP 30209072-0),82892,0
5,75,2,33,3,104,UTA-Transferencia Competitividad Transporte P˙blico Ciudad de Arica (BIP 30210072-0),86057,0
5,75,2,33,3,105,UTA-Transferencia Circuito TurÌstico Cultural y Natural Valle de Azapa (BIP 30210025-0),92465,0
5,75,2,33,3,106,UTA-Transferencia AutomatizaciÛn Procesos Indust. (BIP 30209873),91600,0
5,75,2,33,3,125,Municipalidades (Fondo Regional de Iniciativa Local),558371,0
5,75,2,33,3,213,COMISI”N NACIONAL DE RIEGO-Transferencia fomento al riego regional Arica y Parinacota,1003856,0
5,75,2,33,3,220,SERNATUR-Transferencia DifusiÛn y GestiÛn de mercado para la RegiÛn,1160050,0
5,75,2,33,3,999,ProvisiÛn FIC (Sin Distribuir),1259506,0
5,75,2,34,,,SERVICIO DE LA DEUDA,1000,0
5,75,2,34,7,,Deuda Flotante,1000,0
5,75,2,35,,,SALDO FINAL DE CAJA,1000,0
6,1,1,5,,,TRANSFERENCIAS CORRIENTES,1562535,0
6,1,1,5,2,,Del Gobierno Central,1562535,0
6,1,1,5,2,1,Consejo Nacional de la Cultura y las Artes,1053585,0
6,1,1,5,2,5,SecretarÌa y AdministraciÛn General de Hacienda (Programa 01),508950,0
6,1,1,7,,,INGRESOS DE OPERACI”N,308706,0
6,1,1,8,,,OTROS INGRESOS CORRIENTES,380869,2874
6,1,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,213539,0
6,1,1,8,99,,Otros,167330,2874
6,1,1,9,,,APORTE FISCAL,27514144,175474
6,1,1,9,1,,Libre,27514144,175474
6,1,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,0,102
6,1,1,10,3,,VehÌculos,0,102
6,1,1,11,,,VENTA DE ACTIVOS FINANCIEROS,-1562535,2671
6,1,1,11,3,,Operaciones de Cambio,-1562535,2671
6,1,1,12,,,RECUPERACI”N DE PRESTAMOS,0,250
6,1,1,12,7,,Por Anticipos por Cambio de Residencia,0,250
6,1,1,13,,,TRANSFERENCIAS PARA GASTOS DE CAPITAL,13136,0
6,1,1,13,6,,De Gobiernos Extranjeros,13136,0
6,1,1,13,6,1,Rep˙blica Argentina,13136,0
6,1,1,21,,,GASTOS EN PERSONAL,18198375,87787
6,1,1,22,,,BIENES Y SERVICIOS DE CONSUMO,4865175,41705
6,1,1,24,,,TRANSFERENCIAS CORRIENTES,1757717,46276
6,1,1,24,1,,Al Sector Privado,103104,36
6,1,1,24,1,1,Instituto Chileno de Campos de Hielo,103104,0
6,1,1,24,1,3,Comunidades de Chilenos en el Exterior,0,36
6,1,1,24,3,,A Otras Entidades P˙blicas,1650323,3951
6,1,1,24,3,37,Programa de Actividades EspecÌficas en el Exterior,0,2571
6,1,1,24,3,38,Programa AcadÈmico en Relaciones Internacionales,205683,0
6,1,1,24,3,39,Programa de Reuniones Internacionales,891586,0
6,1,1,24,3,597,IntegraciÛn Vecinal con Zonas Fronterizas,92497,0
6,1,1,24,3,609,InserciÛn Internacional de las Regiones,87921,0
6,1,1,24,3,614,Programa Posicionamiento de Chile en Asociaciones EstratÈgicas con PaÌses Afines,0,428
6,1,1,24,3,617,Programa Oficina de Desarrollo Organizacional,183372,0
6,1,1,24,3,619,ModernizaciÛn de la GestiÛn Consular,0,393
6,1,1,24,3,622,Mejoramiento de la atenciÛn ciudadana en el Ministerio de RR.EE.,48013,0
6,1,1,24,3,625,Acercamientos PolÌticos y EstratÈgicos,0,166
6,1,1,24,3,626,Registro de Chilenos en el Exterior,141251,93
6,1,1,24,3,627,Programa de Fortalecimiento de la PolÌtica Consular y Migratoria,0,300
6,1,1,24,7,,A Organismos Internacionales,4290,42289
6,1,1,24,7,1,Organismos Internacionales,4290,42289
6,1,1,26,,,OTROS GASTOS CORRIENTES,0,600
6,1,1,26,2,,Compensaciones por DaÒos a Terceros y/o a la Propiedad,0,600
6,1,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,2390817,2675
6,1,1,29,2,,Edificios,2302844,0
6,1,1,29,3,,VehÌculos,0,382
6,1,1,29,4,,Mobiliario y Otros,20879,283
6,1,1,29,5,,M·quinas y Equipos,67094,0
6,1,1,29,6,,Equipos Inform·ticos,0,1013
6,1,1,29,7,,Programas Inform·ticos,0,697
6,1,1,29,99,,Otros Activos no Financieros,0,300
6,1,1,31,,,INICIATIVAS DE INVERSI”N,1004771,2078
6,1,1,31,2,,Proyectos,1004771,2078
6,1,1,32,,,PR…STAMOS,0,250
6,1,1,32,7,,Por Anticipos por Cambio de Residencia,0,250
6,2,1,7,,,INGRESOS DE OPERACI”N,598355,0
6,2,1,8,,,OTROS INGRESOS CORRIENTES,115965,106
6,2,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,115965,0
6,2,1,8,99,,Otros,0,106
6,2,1,9,,,APORTE FISCAL,10965157,9641
6,2,1,9,1,,Libre,10743361,9641
6,2,1,9,3,,Servicio de la Deuda Externa,221796,0
6,2,1,21,,,GASTOS EN PERSONAL,7984189,6096
6,2,1,22,,,BIENES Y SERVICIOS DE CONSUMO,1450118,637
6,2,1,24,,,TRANSFERENCIAS CORRIENTES,1823740,2480
6,2,1,24,3,,A Otras Entidades P˙blicas,1823740,2480
6,2,1,24,3,552,CertificaciÛn de Origen,607853,0
6,2,1,24,3,554,Negociaciones y AdministraciÛn de Acuerdos,1092074,2209
6,2,1,24,3,557,Defensa Comercial,123813,271
6,2,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,199634,234
6,2,1,29,3,,VehÌculos,16233,0
6,2,1,29,4,,Mobiliario y Otros,11502,0
6,2,1,29,5,,M·quinas y Equipos,20276,0
6,2,1,29,6,,Equipos Inform·ticos,132849,0
6,2,1,29,7,,Programas Inform·ticos,18774,234
6,2,1,33,,,TRANSFERENCIAS DE CAPITAL,0,300
6,2,1,33,1,,Al Sector Privado,0,300
6,2,1,33,1,65,FundaciÛn Chilena del PacÌfico,0,300
6,2,1,34,,,SERVICIO DE LA DEUDA,221796,0
6,2,1,34,2,,AmortizaciÛn Deuda Externa,171559,0
6,2,1,34,4,,Intereses Deuda Externa,50237,0
6,2,2,5,,,TRANSFERENCIAS CORRIENTES,11367130,0
6,2,2,5,2,,Del Gobierno Central,11367130,0
6,2,2,5,2,1,SubsecretarÌa de Agricultura,11346520,0
6,2,2,5,2,5,ComitÈ de Inversiones Extranjeras,20610,0
6,2,2,8,,,OTROS INGRESOS CORRIENTES,160624,826
6,2,2,8,99,,Otros,160624,826
6,2,2,9,,,APORTE FISCAL,13457717,24474
6,2,2,9,1,,Libre,13457717,24474
6,2,2,11,,,VENTA DE ACTIVOS FINANCIEROS,-4503330,7698
6,2,2,11,3,,Operaciones de Cambio,-4503330,7698
6,2,2,21,,,GASTOS EN PERSONAL,4905604,8977
6,2,2,22,,,BIENES Y SERVICIOS DE CONSUMO,2631504,10240
6,2,2,24,,,TRANSFERENCIAS CORRIENTES,12779247,13624
6,2,2,24,1,,Al Sector Privado,12779247,13624
6,2,2,24,1,3,FundaciÛn Imagen de Chile,3108891,0
6,2,2,24,1,607,Proyectos y Actividades de PromociÛn,9670356,13624
6,2,2,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,165786,157
6,2,2,29,3,,VehÌculos,77250,0
6,2,2,29,4,,Mobiliario y Otros,9710,56
6,2,2,29,5,,M·quinas y Equipos,10135,34
6,2,2,29,6,,Equipos Inform·ticos,59384,62
6,2,2,29,7,,Programas Inform·ticos,9307,5
6,3,1,8,,,OTROS INGRESOS CORRIENTES,17705,0
6,3,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,17705,0
6,3,1,9,,,APORTE FISCAL,9520098,0
6,3,1,9,1,,Libre,9520098,0
6,3,1,21,,,GASTOS EN PERSONAL,1922352,0
6,3,1,22,,,BIENES Y SERVICIOS DE CONSUMO,431325,0
6,3,1,24,,,TRANSFERENCIAS CORRIENTES,7117201,0
6,3,1,24,3,,A Otras Entidades P˙blicas,7117201,0
6,3,1,24,3,45,Programas Especiales de Fronteras y LÌmites,7117201,0
6,3,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,66925,0
6,3,1,29,3,,VehÌculos,20600,0
6,3,1,29,4,,Mobiliario y Otros,2228,0
6,3,1,29,6,,Equipos Inform·ticos,28116,0
6,3,1,29,7,,Programas Inform·ticos,15981,0
6,4,1,8,,,OTROS INGRESOS CORRIENTES,16528,0
6,4,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,13097,0
6,4,1,8,99,,Otros,3431,0
6,4,1,9,,,APORTE FISCAL,4117886,0
6,4,1,9,1,,Libre,4117886,0
6,4,1,21,,,GASTOS EN PERSONAL,1267268,0
6,4,1,22,,,BIENES Y SERVICIOS DE CONSUMO,262204,0
6,4,1,24,,,TRANSFERENCIAS CORRIENTES,2567928,0
6,4,1,24,3,,A Otras Entidades P˙blicas,2567928,0
6,4,1,24,3,41,Consejo de PolÌtica Ant·rtica,1151919,0
6,4,1,24,3,44,Feria Ant·rtica Escolar,90886,0
6,4,1,24,3,45,Desarrollo de la Ciencia Ant·rtica Concursable,365603,0
6,4,1,24,3,46,Plataforma LogÌstica para Apoyo de Actividades Ant·rticas,695231,0
6,4,1,24,3,47,TÈsis Ant·rticas,38150,0
6,4,1,24,3,48,Asociatividad para el Apalancamiento de los Recursos Ant·rticos,137499,0
6,4,1,24,3,49,Aligamiento CientÌfico Internacional,88640,0
6,4,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,37014,0
6,4,1,29,4,,Mobiliario y Otros,8100,0
6,4,1,29,6,,Equipos Inform·ticos,18864,0
6,4,1,29,7,,Programas Inform·ticos,10050,0
6,5,1,8,,,OTROS INGRESOS CORRIENTES,28998,0
6,5,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,16572,0
6,5,1,8,99,,Otros,12426,0
6,5,1,9,,,APORTE FISCAL,6480097,0
6,5,1,9,1,,Libre,6480097,0
6,5,1,21,,,GASTOS EN PERSONAL,2344464,0
6,5,1,22,,,BIENES Y SERVICIOS DE CONSUMO,251240,0
6,5,1,24,,,TRANSFERENCIAS CORRIENTES,3839746,0
6,5,1,24,1,,Al Sector Privado,3839746,0
6,5,1,24,1,548,Proyecto de CooperaciÛn TÈcnica entre Paises en Desarrollo,3839746,0
6,5,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,73645,0
6,5,1,29,6,,Equipos Inform·ticos,44805,0
6,5,1,29,7,,Programas Inform·ticos,28840,0
7,1,1,5,,,TRANSFERENCIAS CORRIENTES,15439654,0
7,1,1,5,2,,Del Gobierno Central,15439654,0
7,1,1,5,2,1,SubsecretarÌa de Pesca y Acuicultura (Programa 01),15439654,0
7,1,1,7,,,INGRESOS DE OPERACI”N,566728,0
7,1,1,8,,,OTROS INGRESOS CORRIENTES,109486,0
7,1,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,92884,0
7,1,1,8,2,,Multas y Sanciones Pecuniarias,4017,0
7,1,1,8,99,,Otros,12585,0
7,1,1,9,,,APORTE FISCAL,21832351,0
7,1,1,9,1,,Libre,16387146,0
7,1,1,9,2,,Servicio de la Deuda Interna,659088,0
7,1,1,9,3,,Servicio de la Deuda Externa,4786117,0
7,1,1,15,,,SALDO INICIAL DE CAJA,10,0
7,1,1,21,,,GASTOS EN PERSONAL,6897843,0
7,1,1,22,,,BIENES Y SERVICIOS DE CONSUMO,2613257,0
7,1,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
7,1,1,23,1,,Prestaciones Previsionales,10,0
7,1,1,24,,,TRANSFERENCIAS CORRIENTES,22231221,0
7,1,1,24,1,,Al Sector Privado,15757928,0
7,1,1,24,1,8,Instituto Nacional de NormalizaciÛn,318274,0
7,1,1,24,1,9,Instituto de Fomento Pesquero,15439654,0
7,1,1,24,2,,Al Gobierno Central,439810,0
7,1,1,24,2,4,Instituto Nacional de EstadÌsticas,439810,0
7,1,1,24,3,,A Otras Entidades P˙blicas,5730821,0
7,1,1,24,3,472,Tribunal Arbitral de Propiedad Industrial,390141,0
7,1,1,24,3,474,CEDIZ/BPU,801326,0
